आफ्रिकाखण्डः	Africa
भारतस्य राष्ट्रियचिह्नानि	National symbols of India
पेषणयन्त्रम्	Wet grinder
शिवराम कारन्तः	K. Shivaram Karanth
एस्. बङ्गारप्पः	Sarekoppa Bangarappa
एन् सि सि	National Cadet Corps (India)
एन्.वी.कृष्णवा‍रियर्	N. V. Krishna Warrier
मार्ताण्ड वर्मा (आख्यायिका)	Marthandavarma (novel)
केम्मण्णुगुण्डी	Kemmangundi
जिञ्जी (सेञ्जिकोटे)	Gingee Fort
अरक्कू	Araku Valley
महावीर प्रसाद द्विवेदी	Mahavir Prasad Dwivedi
अन्नमाचार्य	Annamacharya
नाऩ् कटवुळ् (चलच्चित्रम्)	Naan Kadavul
कृष्णराजसागरजलबन्धः	Krishna Raja Sagara
भारतस्य पर्वताः	List of mountains in India
काडुकुरुबजनाङ्गः	Kadu Kuruba
कित्तूरु चेन्नम्म	Kittur Chennamma
महेन्द्रवर्मा(पल्लवः)	Mahendravarman I
आन्ध्रप्रदेशस्य सागरतीराणि	Coastal Andhra
राज्यपालः	Governors of states of India
राघवेन्द्रस्वामी	Raghavendra Swami
विशिष्टाद्वैतवेदान्तः	Vishishtadvaita
दाडिमफलरसः	Pomegranate juice
प्रतापगडदुर्गम्	Pratapgad
अप्पय्यदीक्षितः	Appayya Dikshita
भारतीयवैमानिकप्रयोगशाला(NAL)	National Aerospace Laboratories
मास्ति वेङ्कटेश ऐय्यङ्गार्यः	Masti Venkatesha Iyengar
कुटजाद्रिः	Kodachadri
कॊडुङ्ङल्लूर् कुञ्ञिक्कुट्टन् तम्पुरान्	Kodungallur Kunjikkuttan Thampuran
ब्रह्मगिरिः	Brahmagiri (hill), Karnataka
कोल्लूरु	Mookambika
भामहः	Bhamaha
चन्द्रशेखर कम्बारः	Chandrashekhara Kambara
त्यागराजाराधनम्	Tyagaraja Aradhana
दत्तोपन्त ठेङ्गड़ी	Dattopant Thengadi
स्वामी रामतीर्थः	Rama Tirtha
तलत महमूद	Talat Mahmood
वि.कृ.गोकाकः	V. K. Gokak
अतिरप्पिळ्ळी	Athirappilly
दक्षिणभारतहिन्दीप्रचारसभा	Dakshina Bharat Hindi Prachar Sabha
श्रीलाल शुक्ल	Sri Lal Sukla
शक्तिभद्रः	Sakthibhadran
आ॰ रा॰ राजराजवर्मा	A. R. Raja Raja Varma
अजः	Aja (Hindu mythology)
शान्तिस्वरूप भटनागर	Shanti Swaroop Bhatnagar
खण्डाळा	Khandala
अमृतलता	Tinospora cordifolia
हरीतकी	Terminalia chebula
मतङ्गमुनिः	Brihaddeshi
अशोकस्य चतुर्मुखसिंहस्तम्भः	Lion Capital of Ashoka
बालगङ्गाधरनाथस्वामी	Balagangadharanatha Swamiji
फलकम्:Location map India Kerala	Template:Location map India Kerala
फलकम्:Location map India Punjab	Template:Location map India Punjab
फलकम्:Location map India West Bengal	Template:Location map India West Bengal
कामाख्या (गुवाहटी)	Kamakhya Temple
लक्ष्मीप्रसाद देवकोटा	Laxmi Prasad Devkota
अरुण जेटली	Arun Jaitley
शिव कुमार बटालवी	Shiv Kumar Batalvi
कर्णपर्व	Karna Parva
बसवजयन्ती	Basava Jayanthi
सवायी गन्धर्व	Sawai Gandharva
वसन्तरागः	Vasant
सेवाग्रामः	Sevagram
द्रोणपुष्पीसस्यम्	Leucas cephalotes
आसावरिरागः	Asavari
कमलेश्वरः	Kamleshwar
घनश्याम दास बिड़ला	Ghanshyam Das Birla
पूरणपोलिका	Puran Poli
कूडलसङ्गमः	Kudalasangama
कुक्केसुब्रह्मण्यम्	Kukke Subramanya Temple
कर्णाटकसर्वकारः	Government of Karnataka
रवि शङ्कर प्रसाद	Ravi Shankar Prasad
बिळिगिरिरङ्गनबेट्ट	Biligiriranga Hills
भट्टिकाव्यम्	Bhaṭṭikāvya
राष्ट्रियपुस्तकमण्डली	National Book Trust
भीष्म साहनी	Bhisham Sahni
द्वादशी	Dwadashi
त्रयोदशी	Thrayodashi
चतुर्थी	Chaturthi
त्रिभुवन विजयतुंगदेवी	Tribhuwana Wijayatunggadewi
मोहन राकेश	Mohan Rakesh
कृष्णा सोबती	Krishna Sobti
रामचन्द्र शुक्ल	Ramchandra Shukla
रघुवीर सहाय	Raghuvir Sahay
बृहत्कथा	Brihatkatha
सप्तमी	Saptami
षष्ठी	Shashthi (day)
शान्तिपर्व	Shanti Parva
लक्कुण्डी	Lakkundi
राजीव श्रीनिवासन्	Rajeev Srinivasan
गोविन्द चन्द्र पाण्डे	Govind Chandra Pande
प्रियदर्शिका	Priyadarsika
कपिला वात्स्यायनः	Kapila Vatsyayan
मन्नू भंडारी	Manu Bhandari
राष्ट्रियस्वयंसेवकसङ्घस्य प्रार्थना	Namaste Sada Vatsale
राष्ट्रियसंस्कृतसंस्थानम्	Rashtriya Sanskrit Sansthan
बागगुहाः	Bagh Caves
महामस्तकाभिषेकः	Mahamastakabhisheka
शार्ङ्गदेवः	Sarangadeva
सुन्दरकाण्डम्	Sundara Kanda
आदित्यहृदयम्	Adityahridayam
दादा साहेब माळवङ्कर	Ganesh Vasudev Mavalankar
कल्याणसिंह	Kalyan Singh
धातुविमर्शः	Sanskrit verbs
पक्षौ	Paksha
जगन्नाथदासः	Janpath
वटसावित्रीव्रतम्	Vat Purnima
दशमी	Dashami
द्वितीया	Dwitiya
पौर्णिमा	Purnima
प्रतिपत्	Prathama (day)
तृतीया	Tritiya
प्रथमैकादशी	Shayani Ekadashi
संस्कृतभारती	Samskrita Bharati
राजेन्द्र यादव	Rajendra Yadav
काव्यादर्शः	Kavyadarsha
सुभद्रा कुमारी चौहान	Subhadra Kumari Chauhan
शिवताण्डवस्तोत्रम्	Shiva Tandava Stotram
हरिशंकर परसाई	Harishankar Parsai
च मू कृष्ण शास्त्री	Chamu Krishna Shastry
विष्णु प्रभाकर	Vishnu Prabhakar
बिजापुरम्	Bijapur
कार्मिकदिनाचरणम्	Workers' Day
भीमः	Bhima
नवगढ	Navgarh
शिवकुमारस्वामी	Shivakumara Swami
मुळ्ळय्यनगिरिः	Mullayyanagiri
कल्हत्तगिरिजलपातः	Kalhatti Falls
पुष्पगिरिः	Pushpagiri
रथसप्तमी	Ratha Saptami
वासुपूज्यः	Vasupujya
बिलासपुरमण्डलम्, हिमाचलप्रदेशः	Bilaspur district
नारायणीमन्दिरम् (श्रीपुरम्)	Golden Temple, Sripuram
सि डि देशमुख	C. D. Deshmukh
स्वर्णरथः (गोल्डन् चारियट्)	The Golden Chariot
हार्स्ले हिल्स्	Horsley Hills
ऊसरवल्ली (2011 चित्रम्)	Oosaravelli
अमरावती	Amravati (Lok Sabha constituency)
केळदि चेन्नम्मा	Keladi Chennamma
कोण्डपल्ली	Kondapalli
दूकुडु (तेलुगु चित्रम्)	Dookudu
पिण्डारी	Pindari Glacier
बाराबङ्की	Barabanki city
व्यासरायः	Vyasatirtha
बीदरदुर्गम्	Bidar Fort
क्षेमेन्द्रः	Kshemendra
लौङ्गत्लाय	Lawngtlai
Chanakya	Disaster
रङ्गनतिट्टुपक्षिधाम	Ranganthittu Bird Sanctuary
बीदरलोकसभाक्षेत्रम्	Bidar (Lok Sabha constituency)
देवरायनदुर्गम्	Devarayanadurga
सोलिगजनाङ्गः	Soliga tribe
मयूरः	Pavo (genus)
मोहन लाल	Mohan Lal (Zutshi)
चिक्कोडीलोकसभाक्षेत्रम्	Chikkodi (Lok Sabha constituency)
बेळगावीलोकसभाक्षेत्रम्	Belgaum (Lok Sabha constituency)
वर्गः:देश	Category:Countries
कच्छमरुभूमिः	Rann of Kutch
योगदर्शनम्	Yoga-darsana
विकिपीडिया:प्रबंधक	Wikipedia:Administrators
विकिपीडियासम्भाषणम्:प्रबन्धकः	Wikipedia:Requests for adminship
वर्गः:AutoWikiBrowser	Wikipedia:AutoWikiBrowser
ईजिप्तदेशः	Egypt
रवीन्द्रप्रभात:	Ravindra Prabhat
गुल्बर्गालोकसभाक्षेत्रम्	Gulbarga (Lok Sabha constituency)
रायचूरुलोकसभाक्षेत्रम्	Raichur (Lok Sabha constituency)
गढवाल् हिमालयः	Garhwal Himalaya
कुन्तिभोजः	Kunti-Bhoja
केशान्तसंस्कारः	Keshanta
सन्तमेरीद्वीपस्य स्तम्भरचनाः	St. Mary's Islands
प्रमोदवर्धिनी	Pramodhawardhani
अम्बेड्करजयन्ती	Ambedkar Jayanti
बयलुसीमे	Bayalu Seeme
सत्येन्द्र-दुबे	Satyendra Dubey
भारतीयक्रीडामन्त्रालयः	Ministry of Youth Affairs and Sports
फलकम्:Bot	Template:Bot
कोप्पळलोकसभाक्षेत्रम्	Koppal (Lok Sabha constituency)
केनडा	Canada
डेक्कन् ओडिस्सी	Deccan Odyssey
वर्गः:निर्वाचित लेख	Category:Featured articles
दाक्षक	List of gymnasts
वाली	Vali (Ramayana)
५२ शक्तिपीठानि	Shakti Peetha
वर्गः:युरोपखण्डः	Category:Europe
फलकम्:Documentation	Template:Documentation
वर्गः:Delete	Category:Wikipedia deletion
हावेरीलोकसभाक्षेत्रम्	Haveri (Lok Sabha constituency)
विकिपीडिया:स्तम्भपञ्चकम्	Wikipedia:Five pillars
विकिपीडिया:उल्लेख्यता	Wikipedia:Notability
विकिपीडिया:प्रयोक्तृ-पेटिकाः	Wikipedia:Userboxes
अभयसिंहः	Abhaya Simha
अभिजित् नक्षत्रम्	Abhijit
आदिशङ्कराचार्यः (चलच्चित्रम्)	Adi Shankaracharya (film)
सङ जेगी	Sung Jae-gi
बुधगुप्तः	Budhagupta
अम्बोली	Amboli, Sindhudurg
अंशुमान्	Amshuman
आनन्दीबेन पटेल	Anandiben Patel
अनर्घराघवम्	Anargharāghava
उत्तरकन्नडलोकसभाक्षेत्रम्	Uttara Kannada (Lok Sabha constituency)
अञ्‍जलि एला मेनन	Anjolie Ela Menon
वीरेन्द्र हेग्गडे	Veerendra Heggade
अर्णव गोस्वामी	Arnab Goswami
जानकी अम्माल्	Janaki Ammal
आशुतोष मुखोपाध्याय	Ashutosh Mukherjee
शतावरीसस्यम्	Asparagus racemosus
आत्रेयी	Atreya
बि. यम्. श्रीकण्ठय्यः	B. M. Srikantaiah
बी.टी.एम् ले-औट् विधानसभाक्षेत्रम्	BTM Layout
बाबाबुडनगिरिः	Baba Budangiri
बादरायणः	Badarayana
फलकम्:Softredirect	Template:Soft redirect
फलकम्:अपाक्रियताम्	Template:Db
बालकाण्डम्	Balakanda
बनशङ्करी	Banashankari Amma Temple
मध्यबेङ्गळूरुलोकसभाक्षेत्रम्	Bangalore Central (Lok Sabha constituency)
उत्तरबेङ्गळूरुलोकसभाक्षेत्रम्	Bangalore North (Lok Sabha constituency)
बेङ्गळूरुग्रामान्तरलोकसभाक्षेत्रम्	Bangalore Rural Lok Sabha constituency
बसवराज राजगुरु	Basavaraj Rajguru
शिवमोग्गालोकसभाक्षेत्रम्	Shimoga (Lok Sabha constituency)
दावणगेरेलोकसभाक्षेत्रम्	Davangere (Lok Sabha constituency)
चिक्कपेटेविधानसभाक्षेत्रम्	Bengaluru Pete
बेञ्जामिन् पाल	Benjamin Peary Pal
भैरवीरागः	Bhairavi (Hindustani)
बिहारविधानसभा	Bihar Legislative Assembly
बिज्जलः-२	Bijjala II
जैविकसंश्लेषणक्रियाकारकम्	Biosynthesis Reactor For Food Industries
विरजादेवी (जाजपुरम्)	Biraja Temple
बिड़ोदी छोटीः	Birodi Chhoti, India
रवा	Bombay rava
वर्गः:विकिपीडिया	Category:Wikipedia
विकिपीडिया:General disclaimer	Wikipedia:General disclaimer
विकिपीडिया:शैलीपुस्तकम्	Wikipedia:Manual of Style
पद्मनाभनगरविधानसभाक्षेत्रम्	Padmanabhanagar
फलकम्:Navbox	Template:Navbox
मस्तिष्करोगः	Central nervous system disease
चामराजनगरलोकसभाक्षेत्रम्	Chamarajanagar (Lok Sabha constituency)
कङ्गारू	Kangaroo
चामुण्डिपर्वतः	Chamundi Hills
चन्द्रप्रकाश द्विवेदी	Chandraprakash Dwivedi
उत्तङ्गि चन्नप्प	Channappa Uttangi
गहनचिकित्साविभागः	Intensive care unit
चिक्कबळ्ळापुरलोकसभाक्षेत्रम्	Chikballapur (Lok Sabha constituency)
चिन्नजीयरः स्वामी	Chinna Jeeyar Swamy
चित्रदुर्गलोकसभाक्षेत्रम्	Chitradurga (Lok Sabha constituency)
चौकाभारक्रीडा	Chowka bhara
दक्षिणकन्नडलोकसभाक्षेत्रम्	Dakshina Kannada (Lok Sabha constituency)
मालकानगिरिमण्डलम्	Malkangiri district
शीतरक्तप्राणिनः	Cold-blooded
नरसिंहगुप्तः बालादित्यः	Narasimhagupta
क्रिकेट्क्रीडोपकरणानि	Cricket clothing and equipment
मण्ड्यलोकसभाक्षेत्रम्	Mandya (Lok Sabha constituency)
डी वी जी	D. V. Gundappa
दारोजी स्लात्बेर् अभयारण्यम्	Daroji
दत्तिल मुनि	Dattilam
तुमकूरुलोकसभाक्षेत्रम्	Tumkur (Lok Sabha constituency)
एस्. एल्. भैरप्पः	S. L. Bhyrappa
देवानन्दस्वामी	Devanand Swami
देवांग मेहता	Dewang Mehta
विकिपीडिया:प्रमुखं चित्रम्	Wikipedia:Featured pictures
फलकम्:Citation needed	Template:Citation needed
दुर्गावती देवी	Durgawati Devi
मैसूरुलोकसभाक्षेत्रम्	Mysore (Lok Sabha constituency)
बुद्धपूर्णिमा	Buddha's Birthday
फलकम्:Error	Template:Error
फलकम्:Tnavbar	Template:Navbar
फलकम्:Code	Template:Code
फलकम्:Sc	Template:Smallcaps
फलकम्:Clear	Template:Clear
फलकम्:Col-break	Template:Col-break
फलकम्:Col-begin	Template:Col-begin
फलकम्:Col-end	Template:Col-end
फलकम्:Nowrap	Template:Nowrap
फारुख शेख	Farooq Sheikh
फासिह् मेहमूद्	Fasih Mohammed
पदमञ्जरी	Flora of the Indian epic period
विकिपीडिया:प्रारम्भिक-विषयाः	Wikipedia:Vital articles
फलकम्:Wikisource	Template:Wikisource
फलकम्:Babel	Template:Babel
फलकम्:Commons	Template:Commons
फलकम्:Reflist	Template:Reflist
दोलवलयम्	Flying rings
जी. पी.राजरत्नम्	G. P. Rajarathnam
गाणगापुरम्	Ganagapura
गणेश् (चलच्चित्रनायकः)	Ganesh (actor)
गङ्गदेवी	Gangadevi
फलकम्:अपूर्णलेखः	Template:Stub
फलकम्:User az	Template:User az
फलकम्:See also	Template:See also
फलकम्:User da	Template:User da
फलकम्:User de	Template:User de
फलकम्:User de-1	Template:User de-1
फलकम्:User eu	Template:User eu
फलकम्:User el	Template:User el
फलकम्:User es	Template:User es
फलकम्:User en-3	Template:User en-3
फलकम्:User en-1	Template:User en-1
फलकम्:User en-2	Template:User en-2
फलकम्:User en-4	Template:User en-4
फलकम्:User fi	Template:User fi
फलकम्:User en	Template:User en
फलकम्:User fr-1	Template:User fr-1
गीताजयन्ती	Gita Jayanti
फलकम्:User hi-1	Template:User hi-1
फलकम्:User hr	Template:User hr
फलकम्:User hu	Template:User hu
फलकम्:User ja	Template:User ja
फलकम्:User fr	Template:User fr
गोपालकृष्ण अडिग	Gopalakrishna Adiga
फलकम्:Intricate template	Template:Intricate template
फलकम्:Mod	Template:Mod
फलकम्:NowCommons	Template:Now Commons
फलकम्:Infobox language/codelist	Template:Infobox language/codelist
फलकम्:User it	Template:User it
फलकम्:User uk	Template:User uk
फलकम्:Infobox football club	Template:Infobox football club
फलकम्:स्वागतम्	Template:Welcome
फलकम्:भ्रातृपरियोजनाः	Template:Wikipedia's sister projects
फलकम्:Country data Belgium	Template:Country data Belgium
फलकम्:आङ्ग्लमासस्य शीर्षम्	Template:Month header
फलकम्:Navy/core	Template:Navy/core
फलकम्:Country data Czech Republic	Template:Country data Czech Republic
फलकम्:राष्ट्रतथ्यानि थाइलैंड	Template:Country data Thailand
फलकम्:Country data Indonesia	Template:Country data Indonesia
फलकम्:Country data British Empire	Template:Country data British Empire
फलकम्:Country data ROC	Template:Country data Republic of China
फलकम्:Edit	Template:Edit
फलकम्:आङ्ग्लमासाः	Template:Months
फलकम्:Country data South African Republic	Template:Country data South African Republic
फलकम्:Country data Denmark	Template:Country data Denmark
फलकम्:राष्ट्रतथ्यानि पोलैंड	Template:Country data Poland
फलकम्:क्ळिक्	Template:Click
फलकम्:Cc-by-sa-3.0	Template:Cc-by-sa-3.0
फलकम्:Wikivar	Template:Wikivar
गुब्बि वीरण्ण	Gubbi Veeranna
फलकम्:राष्ट्रतथ्यानि नार्वे	Template:Country data Norway
फलकम्:Country data RSA	Template:Country data South Africa
फलकम्:Country showdata	Template:Country showdata
फलकम्:Official	Template:Official website
फलकम्:Country data Sri Lanka	Template:Country data Sri Lanka
फलकम्:Category other	Template:Category other
फलकम्:Air force	Template:Air force
फलकम्:अफ्रीकाखण्डः	Template:Countries of Africa
फलकम्:Infobox writer	Template:Infobox writer
फलकम्:Country data United Arab Emirates	Template:Country data United Arab Emirates
फलकम्:Geographic Location	Template:Geographic location
फलकम्:Infobox musical artist	Template:Infobox musical artist
फलकम्:Country data AUS	Template:Country data Australia
फलकम्:Infobox football biography	Template:Infobox football biography
फलकम्:Wait	Template:In use
फलकम्:Dubious	Template:Dubious
फलकम्:Infobox magazine	Template:Infobox magazine
फलकम्:Fossil range/bar	Template:Fossil range/bar
फलकम्:Infobox chess biography	Template:Infobox chess biography
गुरुराव देशपाण्डे	Gururao Deshpande
फलकम्:Fontcolor	Template:Font color
फलकम्:देश	Template:Infobox country
फलकम्:Infobox software	Template:Infobox software
फलकम्:Infobox Airline	Template:Infobox airline
फलकम्:Wide image	Template:Wide image
फलकम्:Country data Austria	Template:Country data Austria
फलकम्:Infobox military conflict	Template:Infobox military conflict
फलकम्:Str left	Template:Str left
फलकम्:Country data Nepal	Template:Country data Nepal
फलकम्:Country data Finland	Template:Country data Finland
फलकम्:Audio	Template:Audio
फलकम्:Country data Egypt	Template:Country data Egypt
फलकम्:Country data Lithuania	Template:Country data Lithuania
फलकम्:Infobox Indian political party	Template:Infobox political party
फलकम्:Country data Japan	Template:Country data Japan
फलकम्:S-start	Template:S-start
फलकम्:Age in years and days	Template:Age in years and days
फलकम्:Nom	Template:Nom
फलकम्:Facebook	Template:Facebook
फलकम्:Cleanup	Template:Cleanup
फलकम्:Infobox scientist	Template:Infobox scientist
फलकम्:Country data Czechoslovakia	Template:Country data Czechoslovakia
फलकम्:Country data Vietnam	Template:Country data Vietnam
फलकम्:S-aft	Template:S-aft
फलकम्:Featured article	Template:Featured article
फलकम्:Country data Russia	Template:Country data Russia
फलकम्:Box-Header	Template:Box-header
फलकम्:Infobox award	Template:Infobox award
वर्गः:User en-2	Category:User en-2
फलकम्:Infobox	Template:Infobox
फलकम्:Navy	Template:Navy
फलकम्:User zh	Template:User zh
लोन्गडिङ्गमण्डलम्	Longding District
फलकम्:Limited overs matches	Template:Single-innings cricket match
फलकम्:Sp	Template:Sp
फलकम्:Documentation/start box	Template:Documentation/start box
फलकम्:Documentation/end box2	Template:Documentation/end box2
फलकम्:Documentation/start box2	Template:Documentation/start box2
फलकम्:Template other	Template:Template other
फलकम्:Cite web	Template:Cite web
वर्गः:जीवचरितम्	Category:Biography
फलकम्:Imdb title	Template:IMDb title
फलकम्:Cc-by-2.5	Template:Cc-by-2.5
फलकम्:Country data	Template:Country data
फलकम्:Won	Template:Won
फलकम्:Coor URL	Template:Coor URL
फलकम्:Notice	Template:Notice
फलकम्:Pp-template	Template:Pp-template
हनुमकोण्ड	Hanamkonda
फलकम्:विकिकोशः	Template:Wiktionary
फलकम्:Infobox music festival	Template:Infobox music festival
लाला हरदयालः	Har Dayal
फलकम्:User wikipedia/RC Patrol	Template:User wikipedia/RC Patrol
हरिदासाः	Haridasa
हासनलोकसभाक्षेत्रम्	Hassan (Lok Sabha constituency)
फलकम्:Infobox settlement	Template:Infobox settlement
हव्यकब्राह्मणाः	Havyaka Brahmin
शतवेधी	Cymbopogon
फलकम्:User ru	Template:User ru
फलकम्:IPA	Template:IPA
फलकम्:वैदिकविज्ञानम्	Template:Mahabharata
महालय अमावास्या	Pitru Paksha
फलकम्:GFDL	Template:GFDL
फलकम्:Country data Soviet Union	Template:Country data Soviet Union
फलकम्:राष्ट्रतथ्यानि भारतम्	Template:Country data India
फलकम्:Category redirect	Template:Category redirect
फलकम्:Infobox Officeholder	Template:Infobox officeholder
फलकम्:Sisterlinks	Template:Sister project links
फलकम्:Infobox protected area	Template:Infobox protected area
फलकम्:Cc-by-sa-2.5	Template:Cc-by-sa-2.5
फलकम्:Border	Template:Border
फलकम्:Death date and age	Template:Death date and age
फलकम्:MONTHNUMBER	Template:MONTHNUMBER
फलकम्:Topicon	Template:Top icon
फलकम्:Icon	Template:Icon
वर्गः:राष्ट्रतथ्यानि फलकानि	Category:Country data templates
फलकम्:Country data China	Template:Country data China
फलकम्:Country data Cyprus	Template:Country data Cyprus
फलकम्:Infobox GrandSlamTournaments	Template:Infobox GrandSlamTournaments
फलकम्:Army	Template:Army
फलकम्:Country data Malaysia	Template:Country data Malaysia
फलकम्:Country data Taiwan	Template:Country data Taiwan
फलकम्:Infobox book	Template:Infobox book
फलकम्:Talkback	Template:Talkback
फलकम्:Infobox planet	Template:Infobox planet
फलकम्:ICD10	Template:ICD10
फलकम्:Infobox विकिपीडिया	Template:Infobox website
फलकम्:Navboxes	Template:Navboxes
फलकम्:Infobox anatomy	Template:Infobox anatomy
फलकम्:प्रलेखनस्य उपपृष्ठम्	Template:Documentation subpage
फलकम्:Infobox Galaxy	Template:Infobox galaxy
फलकम्:Infobox number	Template:Infobox number
फलकम्:भारतस्य राज्यानि केन्द्रशासितप्रदेशाः च	Template:States and Union Territories of India
फलकम्:Ref label	Template:Ref label
फलकम्:Cc-by-2.0	Template:Cc-by-2.0
फलकम्:Infobox medal templates	Template:Infobox medal templates
फलकम्:Infobox विश्वपरम्परास्थानानि	Template:Infobox World Heritage Site
वर्गः:चित्रकला	Category:Painting
फलकम्:Infobox astronaut	Template:Infobox astronaut
फलकम्:Str len	Template:Str len
फलकम्:Infobox sport	Template:Infobox sport
फलकम्:MedalSport	Template:MedalSport
फलकम्:Empty category	Template:Empty category
होरनाडु	Hornadu
फलकम्:Country data Austria-Hungary	Template:Country data Austria-Hungary
फलकम्:Infobox sportsperson	Template:Infobox sportsperson
फलकम्:Infobox building	Template:Infobox building
फलकम्:प्रबोधनं-प्रयोगे-१	Template:Test
फलकम्:Myspace	Template:Myspace
फलकम्:Infobox artist	Template:Infobox artist
फलकम्:Country flag2	Template:Flag/core
फलकम्:Note label	Template:Note label
फलकम्:Infobox ship begin	Template:Infobox ship begin
फलकम्:Infobox album	Template:Infobox album
वर्गः:छत्तीसगढ़स्य मण्डलानि	Category:Districts of Chhattisgarh
ऐ एन् एस् सिन्धुरक्षकः	INS Sindhurakshak (S63)
रायल् ओरियण्ट् रैल्	Royal Orient Train
वर्गः:गुजरातराज्यस्य मण्डलानि	Category:Districts of Gujarat
फलकम्:Emergency-bot-shutoff	Template:Emergency-bot-shutoff
इडगुञ्जी	Idagunji
फलकम्:Infobox Swiss town	Template:Infobox Swiss town
फलकम्:IMDb name	Template:IMDb name
फलकम्:Flagcountry/core	Template:Flagcountry/core
वर्गः:बाङ्गलासाहित्यम्	Category:Bengali literature
फलकम्:Di-no source no license	Template:PD-because
भारतीयसमाजविज्ञानसंशोधनमण्डली	Indian Council of Social Science Research
फलकम्:Cc-by	Template:Cc-by-1.0
फलकम्:S-ttl	Template:S-ttl
फलकम्:Infobox former country	Template:Infobox former country
फलकम्:End date	Template:End date
फलकम्:Designation	Template:Designation
फलकम्:Infobox tennis biography	Template:Infobox tennis biography
फलकम्:Age in days	Template:Age in days
फलकम्:S-bef	Template:S-bef
फलकम्:Cc-by-sa-2.0	Template:Cc-by-sa-2.0
वर्गः:भारतस्य राष्ट्रपतयः	Category:Presidents of India
फलकम्:Infobox waterfall	Template:Infobox waterfall
फलकम्:Infobox Continent	Template:Infobox continent
विकिपीडिया:Help for non-Sanskrit speakers	Wikipedia:Local Embassy
विकिपीडिया:वैज्ञानिक-शब्दावलिः/I	Saptashrungi
फलकम्:Interwiki conflict	Template:Interwiki conflict
फलकम्:Gregorian serial date	Template:Gregorian serial date
जे. एच्. पटेलः	J. H. Patel
उपनिषदः	Upanishads
फलकम्:Multicol-break	Template:Multicol-break
फलकम्:PDFlink	Template:PDFlink
फलकम्:Infobox game	Template:Infobox game
फलकम्:राष्ट्रतथ्यानि ब्रिटिश राज	Template:Country data British Raj
फलकम्:Disambiguation	Template:Disambiguation
फलकम्:Country data Nazi Germany	Template:Country data Nazi Germany
फलकम्:User link	Template:User link
फलकम्:Partial	Template:Partial
जयतीर्थः	Jayatirtha
फलकम्:Plain link	Template:Plain link
फलकम्:भारतस्य प्रधानमन्त्रिणः	Template:Prime Ministers of India
फलकम्:Infobox film	Template:Infobox film
फलकम्:Geobox	Template:Geobox
फलकम्:Ifsubst	Template:Ifsubst
फलकम्:Sec link image	Template:Sec link image
फलकम्:Lower	Template:Lower
फलकम्:Voidd	Template:Voidd
फलकम्:User Sandbox	Template:User sandbox
फलकम्:भाषा-पुर्तगाली	Template:Lang-pt
जेनुकुरुबजनाङ्गः	Jenu Kuruba
फलकम्:Infobox philosopher	Template:Infobox philosopher
फलकम्:Show	Template:Show
फलकम्:Contains Chinese text	Template:Contains Chinese text
फलकम्:Infobox organization	Template:Infobox organization
फलकम्:Infobox U.S. state	Template:Infobox U.S. state
फलकम्:GFDL-with-disclaimers	Template:GFDL-with-disclaimers
फलकम्:Fix	Template:Fix
वर्गः:वास्तुशास्त्रम्	Category:Architecture
फलकम्:GSE	Template:GSEn
फलकम्:EMedicine2	Template:EMedicine2
फलकम्:Tn	Template:Tn
फलकम्:Infobox military installation	Template:Infobox military installation
वर्गः:मध्यप्रदेशस्य मण्डलानि	Category:Districts of Madhya Pradesh
वर्गः:पञ्जाबराज्यस्य मण्डलानि	Category:Districts of Punjab, India
फलकम्:HinduMythology	Template:Hindu deities and texts
फलकम्:Flagicon image	Template:Flagicon image
फलकम्:Pending	Template:Pending
फलकम्:व्यक्तिः	Template:Infobox person
फलकम्:?	Template:?
फलकम्:Nts	Template:Number table sorting
फलकम्:Country data South Korea	Template:Country data South Korea
वर्गः:केरलराज्यम्	Category:Kerala
फलकम्:Coord	Template:Coord
फलकम्:Dmoz	Template:Dmoz
फलकम्:User ru-5	Template:User ru-5
प्रो. के. आर्. रामनाथन्	K. R. Ramanathan
सहाय्यम्:Setup For Devanagari सम्पादन	Wikipedia:Kannada support
फलकम्:Infobox games	Template:Infobox games
फलकम्:Non-free film screenshot	Template:Non-free film screenshot
वर्गः:User sa	Category:User sa
वर्गः:User sa-3	Category:User sa-3
वर्गः:User sa-4	Category:User sa-4
वर्गः:User sa-2	Category:User sa-2
काखण्डकी	Kakhandaki
कळस	Kalasa
फलकम्:GFDL-1.2	Template:GFDL-1.2
कनकदासजयन्ती	Kanaka Dasa
गोकाककरदण्टु	Karadantu
वर्गः:लिपयः	Category:Writing systems
कारगिलविजयदिवसः	Kargil Vijay Diwas
कार्लागुहाः	Karla Caves
कटीलु	Kateel
केदाररागः	Kedar (raga)
फलकम्:Beta	Template:Beta
केङ्गल् हनुमन्तय्यः	K. Hanumanthaiah
फलकम्:UF-hcard-person	Template:UF-hcard-person
वर्गः:User en-3	Category:User en-3
वर्गः:User en-N	Category:User en-N
किग्ग	Kigga
पोरबन्दर	Porbandar
कोलारलोकसभाक्षेत्रम्	Kolar (Lok Sabha constituency)
फलकम्:Beijing	Template:Beijing
कूडली	Koodli
कोरगजनाङ्गः	Koraga people
कोरमजनाङ्गः	Koravar
फलकम्:राष्ट्रतथ्यानि जर्मनी	Template:Country data Germany
फलकम्:Country data the United Kingdom	Template:Country data United Kingdom
